Action Entropy,Policy Type,Potential,Collision Likelihood,Trial_ID
0.5,Global Feedback,0.1773338537517002,0.0709429627878188,12
0.5,Local Feedback,0.19392809500562344,0.09679923920205977,12
0.5,Global Feedback,0.5889916629423759,0.0737346887142847,13
0.5,Local Feedback,0.08792476058938388,0.7367091712194596,13
0.5,Global Feedback,0.5124070170779734,0.0888719870435691,14
0.5,Local Feedback,0.05555947816247942,0.7506397062620432,14
0.5,Global Feedback,0.2968455775121222,0.0766603231402498,15
0.5,Local Feedback,0.17721244554004267,0.29133963552811964,15
0.5,Global Feedback,0.3449492937847288,0.229979321072927,16
0.5,Local Feedback,2.3917182923986144e-18,0.8,16
0.5,Global Feedback,0.6470355869794654,0.0705437767754422,17
0.5,Local Feedback,0.32222947703924093,0.2688632313120411,17
0.5,Global Feedback,0.6975485337385527,0.0414570646771726,18
0.5,Local Feedback,0.3487082686907648,0.1950598161397541,18
0.5,Global Feedback,0.784436590835078,0.0539764887956865,19
0.5,Local Feedback,0.0026745831130575892,0.7994636070903244,19
0.5,Global Feedback,0.5100900235750028,0.092721454334093,20
0.5,Local Feedback,0.29190581913608715,0.24348071124616644,20
0.5,Global Feedback,0.8123683374915389,0.0321279090859767,21
0.5,Local Feedback,0.3332596198995819,0.30810826400786756,21
0.5,Global Feedback,0.4721263884936502,0.0816877799219899,22
0.5,Local Feedback,0.24275466224056497,0.507554531873063,22
0.5,Global Feedback,0.2288769095781266,0.1046876133917016,23
0.5,Local Feedback,0.002947701995541551,0.7985377528754105,23
0.5,Global Feedback,0.4715026275493549,0.1209141546847484,24
0.5,Local Feedback,0.012503112863690376,0.7954625929902096,24
0.6,Global Feedback,0.6919541310839631,0.1039783518886041,0
0.6,Local Feedback,3.7304280155049443e-06,0.7999999741237495,0
0.6,Global Feedback,0.6969963881041479,0.0457664590588851,1
0.6,Local Feedback,0.2387365086362967,0.5454215356704476,1
0.6,Global Feedback,0.4873749945558655,0.0639359287550282,2
0.6,Local Feedback,0.03925693790365823,0.7754677006347636,2
0.6,Global Feedback,0.7427476785313077,0.0805866958476573,3
0.6,Local Feedback,1.1025486780324055e-11,0.7999999999999996,3
0.6,Global Feedback,0.5648055255082469,0.1262255991467745,4
0.6,Local Feedback,3.1875422448001593e-06,0.7999999675935183,4
0.6,Global Feedback,0.4903550182445948,0.1171325859594615,5
0.6,Local Feedback,1.6881268560637515e-16,0.8,5
0.6,Global Feedback,0.6024762332060059,0.0407118205761689,6
0.6,Local Feedback,0.0073231977996728245,0.7978945478854652,6
0.6,Global Feedback,0.7141388482073802,0.0647087705949843,7
0.6,Local Feedback,0.03155330438621382,0.7858253883641706,7
0.6,Global Feedback,0.4123718134368088,0.0642386344533485,8
0.6,Local Feedback,0.33066005954877603,0.11202197366631064,8
0.6,Global Feedback,0.529759175756561,0.043713245134394,9
